Unique Key,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Facility Type,Status,Community Board,Borough,Park Borough
26986158,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10009,384 EAST 10 STREET,EAST 10 STREET,AVENUE B,AVENUE C,,,ADDRESS,NEW YORK,N/A,Closed,03 MANHATTAN,MANHATTAN,MANHATTAN
26986168,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10467,660 THWAITES PLACE,THWAITES PLACE,BARKER AVENUE,OLINVILLE AVENUE,,,ADDRESS,BRONX,N/A,Closed,11 BRONX,BRONX,BRONX
26986172,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10039,2906 FREDERICK DOUGLASS BOULEVARD,FREDERICK DOUGLASS BOULEVARD,WEST 153 STREET,WEST 154 STREET,,,ADDRESS,NEW YORK,N/A,Closed,10 MANHATTAN,MANHATTAN,MANHATTAN
26986174,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11378,59-30 55 STREET,55 STREET,GRAND AVENUE,LONG ISLAND RAILROAD,,,ADDRESS,Maspeth,N/A,Closed,05 QUEENS,QUEENS,QUEENS
26986177,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11226,255 EAST 18 STREET,EAST 18 STREET,ALBEMARLE ROAD,BEVERLY ROAD,,,ADDRESS,BROOKLYN,N/A,Closed,14 BROOKLYN,BROOKLYN,BROOKLYN
26986200,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10016,120 LEXINGTON AVENUE,LEXINGTON AVENUE,EAST 28 STREET,EAST 29 STREET,,,ADDRESS,NEW YORK,N/A,Closed,05 MANHATTAN,MANHATTAN,MANHATTAN
26986202,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10019,438 WEST 52 STREET,WEST 52 STREET,9 AVENUE,10 AVENUE,,,ADDRESS,NEW YORK,N/A,Closed,04 MANHATTAN,MANHATTAN,MANHATTAN
26986211,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11374,66-01 BURNS STREET,BURNS STREET,DEAD END,THORNTON PLACE,,,ADDRESS,Rego Park,N/A,Closed,06 QUEENS,QUEENS,QUEENS
26986214,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10037,2300 5 AVENUE,5 AVENUE,HARLEM RIVER DRV NB EN E 139 ST,WEST 141 STREET,,,ADDRESS,NEW YORK,N/A,Closed,10 MANHATTAN,MANHATTAN,MANHATTAN
26986242,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10466,3915 CARPENTER AVENUE,CARPENTER AVENUE,EAST 222 STREET,EAST 223 STREET,,,ADDRESS,BRONX,N/A,Closed,12 BRONX,BRONX,BRONX
26986247,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10472,1929 WATSON AVENUE,WATSON AVENUE,VIRGINIA AVENUE,PUGSLEY AVENUE,,,ADDRESS,BRONX,N/A,Closed,09 BRONX,BRONX,BRONX
26986527,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,WINDOWS,RESIDENTIAL BUILDING,10457,2170 BATHGATE AVENUE,BATHGATE AVENUE,EAST 181 STREET,EAST 182 STREET,,,ADDRESS,BRONX,N/A,Closed,06 BRONX,BRONX,BRONX
26986530,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,MOLD,RESIDENTIAL BUILDING,10457,2286 BEAUMONT AVENUE,BEAUMONT AVENUE,GROTE STREET,EAST 183 STREET,,,ADDRESS,BRONX,N/A,Closed,06 BRONX,BRONX,BRONX
26986534,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11210,2913 FOSTER AVENUE,FOSTER AVENUE,EAST 29 STREET,NOSTRAND AVENUE,,,ADDRESS,BROOKLYN,N/A,Closed,17 BROOKLYN,BROOKLYN,BROOKLYN
26986537,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10031,3671 BROADWAY,BROADWAY,WEST 151 STREET,WEST 152 STREET,,,ADDRESS,NEW YORK,N/A,Closed,09 MANHATTAN,MANHATTAN,MANHATTAN
26986538,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11207,364 BRADFORD STREET,BRADFORD STREET,BELMONT AVENUE,SUTTER AVENUE,,,ADDRESS,BROOKLYN,N/A,Closed,05 BROOKLYN,BROOKLYN,BROOKLYN
26986548,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10467,2303 HOLLAND AVENUE,HOLLAND AVENUE,ASTOR AVENUE,WARING AVENUE,,,ADDRESS,BRONX,N/A,Closed,11 BRONX,BRONX,BRONX
26986550,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10025,788 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST 98 STREET,WEST 99 STREET,,,ADDRESS,NEW YORK,N/A,Closed,07 MANHATTAN,MANHATTAN,MANHATTAN
26986552,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10461,1650 WILLIAMSBRIDGE ROAD,WILLIAMSBRIDGE ROAD,PIERCE AVENUE,VAN NEST AVENUE,,,ADDRESS,BRONX,N/A,Closed,11 BRONX,BRONX,BRONX
26986554,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11203,601 ALBANY AVENUE,ALBANY AVENUE,RUTLAND ROAD,FENIMORE STREET,,,ADDRESS,BROOKLYN,N/A,Closed,09 BROOKLYN,BROOKLYN,BROOKLYN
26986559,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10453,30 BUCHANAN PLACE,BUCHANAN PLACE,DAVIDSON AVENUE,GRAND AVENUE,,,ADDRESS,BRONX,N/A,Closed,05 BRONX,BRONX,BRONX
26986579,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10458,2395 TIEBOUT AVENUE,TIEBOUT AVENUE,EAST 184 STREET,EAST 187 STREET,,,ADDRESS,BRONX,N/A,Closed,05 BRONX,BRONX,BRONX
26986583,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11212,324 EAST 96 STREET,EAST 96 STREET,KINGS HIGHWAY,LENOX ROAD,,,ADDRESS,BROOKLYN,N/A,Closed,17 BROOKLYN,BROOKLYN,BROOKLYN
26986584,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10461,3120 WILKINSON AVENUE,WILKINSON AVENUE,WESTCHESTER AVENUE,BRUCKNER BOULEVARD,,,ADDRESS,BRONX,N/A,Closed,10 BRONX,BRONX,BRONX
26986591,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10457,2160 ANTHONY AVENUE,ANTHONY AVENUE,EAST 181 STREET,GRAND CONCOURSE,,,ADDRESS,BRONX,N/A,Closed,05 BRONX,BRONX,BRONX
26986596,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10031,513 WEST 145 STREET,WEST 145 STREET,AMSTERDAM AVENUE,BROADWAY,,,ADDRESS,NEW YORK,N/A,Closed,09 MANHATTAN,MANHATTAN,MANHATTAN
26986604,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10453,1672 NELSON AVENUE,NELSON AVENUE,WEST 174 STREET,BRANDT PLACE,,,ADDRESS,BRONX,N/A,Closed,05 BRONX,BRONX,BRONX
26986606,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11215,461 4 AVENUE,4 AVENUE,10 STREET,11 STREET,,,ADDRESS,BROOKLYN,N/A,Closed,06 BROOKLYN,BROOKLYN,BROOKLYN
26986622,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11229,1815 EAST 17 STREET,EAST 17 STREET,AVENUE R,MOORE PLACE,,,ADDRESS,BROOKLYN,N/A,Closed,15 BROOKLYN,BROOKLYN,BROOKLYN
26986623,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10033,209 WADSWORTH AVENUE,WADSWORTH AVENUE,WEST 183 STREET,WEST 184 STREET,,,ADDRESS,NEW YORK,N/A,Closed,12 MANHATTAN,MANHATTAN,MANHATTAN
26986630,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,,940 FOLKES ST,FOLKES ST,,,,,ADDRESS,,N/A,Closed,Unspecified BROOKLYN,BROOKLYN,BROOKLYN
26986637,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11226,131 EAST 21 STREET,EAST 21 STREET,CATON AVENUE,CHURCH AVENUE,,,ADDRESS,BROOKLYN,N/A,Closed,14 BROOKLYN,BROOKLYN,BROOKLYN
26986642,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10459,1061 HALL PLACE,HALL PLACE,EAST 165 STREET,EAST 167 STREET,,,ADDRESS,BRONX,N/A,Closed,02 BRONX,BRONX,BRONX
26986654,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10467,2856 BRONX PARK EAST,BRONX PARK EAST,BRITTON STREET,ARNOW AVENUE,,,ADDRESS,BRONX,N/A,Closed,11 BRONX,BRONX,BRONX
26986679,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10457,227 EAST 178 STREET,EAST 178 STREET,GRAND CONCOURSE,ANTHONY AVENUE,,,ADDRESS,BRONX,N/A,Closed,05 BRONX,BRONX,BRONX
26984984,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11377,41-65 54 STREET,54 STREET,ROOSEVELT AVENUE,QUEENS BOULEVARD,,,ADDRESS,Woodside,N/A,Closed,02 QUEENS,QUEENS,QUEENS
26979287,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10467,3830 BRONX BOULEVARD,BRONX BOULEVARD,BEND,EAST 222 STREET,,,ADDRESS,BRONX,N/A,Closed,12 BRONX,BRONX,BRONX
26983436,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11207,1283 DECATUR STREET,DECATUR STREET,WILSON AVENUE,KNICKERBOCKER AVENUE,,,ADDRESS,BROOKLYN,N/A,Closed,04 BROOKLYN,BROOKLYN,BROOKLYN
26983589,HPD,Department of Housing Preservation and Development,NONCONST,VERMIN,RESIDENTIAL BUILDING,11225,170 HAWTHORNE STREET,HAWTHORNE STREET,BEDFORD AVENUE,ROGERS AVENUE,,,ADDRESS,BROOKLYN,N/A,Closed,09 BROOKLYN,BROOKLYN,BROOKLYN
26983675,HPD,Department of Housing Preservation and Development,PLUMBING,WATER-LEAKS,RESIDENTIAL BUILDING,10035,453 EAST 117 STREET,EAST 117 STREET,1 AVENUE,PLEASANT AVENUE,,,ADDRESS,NEW YORK,N/A,Closed,11 MANHATTAN,MANHATTAN,MANHATTAN
26983740,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11691,20-04 SEAGIRT BOULEVARD,SEAGIRT BOULEVARD,BEACH 20 STREET,CREST ROAD,,,ADDRESS,Far Rockaway,N/A,Closed,14 QUEENS,QUEENS,QUEENS
26983768,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10025,752 WEST END AVENUE,WEST END AVENUE,WEST 96 STREET,WEST 97 STREET,,,ADDRESS,NEW YORK,N/A,Closed,07 MANHATTAN,MANHATTAN,MANHATTAN
26983774,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10314,362 BRADLEY AVENUE,BRADLEY AVENUE,QUEEN STREET,HAROLD STREET,,,ADDRESS,STATEN ISLAND,N/A,Closed,02 STATEN ISLAND,STATEN ISLAND,STATEN ISLAND
26983776,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10467,323 EAST GUN HILL ROAD,EAST GUN HILL ROAD,PERRY AVENUE,HULL AVENUE,,,ADDRESS,BRONX,N/A,Closed,07 BRONX,BRONX,BRONX
26983785,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11210,3021 AVENUE I,AVENUE I,NOSTRAND AVENUE,EAST 31 STREET,,,ADDRESS,BROOKLYN,N/A,Closed,14 BROOKLYN,BROOKLYN,BROOKLYN
26983792,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11225,1059 UNION STREET,UNION STREET,FRANKLIN AVENUE,BEDFORD AVENUE,,,ADDRESS,BROOKLYN,N/A,Closed,09 BROOKLYN,BROOKLYN,BROOKLYN
26983812,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10002,246 BROOME STREET,BROOME STREET,LUDLOW STREET,ORCHARD STREET,,,ADDRESS,NEW YORK,N/A,Closed,03 MANHATTAN,MANHATTAN,MANHATTAN
26983814,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11208,911 ELTON STREET,ELTON STREET,STANLEY AVENUE,WORTMAN AVENUE,,,ADDRESS,BROOKLYN,N/A,Closed,05 BROOKLYN,BROOKLYN,BROOKLYN
26983818,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10128,1440 LEXINGTON AVENUE,LEXINGTON AVENUE,EAST 93 STREET,EAST 94 STREET,,,ADDRESS,NEW YORK,N/A,Closed,08 MANHATTAN,MANHATTAN,MANHATTAN
26983833,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11436,119-23 144 STREET,144 STREET,119 AVENUE,120 AVENUE,,,ADDRESS,Jamaica,N/A,Closed,12 QUEENS,QUEENS,QUEENS
26983836,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10468,2757 CLAFLIN AVENUE,CLAFLIN AVENUE,WEST 195 STREET,WEST 197 STREET,,,ADDRESS,BRONX,N/A,Closed,08 BRONX,BRONX,BRONX
26983856,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11415,83-43 118 STREET,118 STREET,83 AVENUE,CURZON ROAD,,,ADDRESS,Kew Gardens,N/A,Closed,09 QUEENS,QUEENS,QUEENS
26983866,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11106,31-63 33 STREET,33 STREET,31 AVENUE,BROADWAY,,,ADDRESS,Astoria,N/A,Closed,01 QUEENS,QUEENS,QUEENS
26983872,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10026,1809 ADAM C POWELL BOULEVARD,ADAM C POWELL BOULEVARD,WEST 110 STREET,WEST 111 STREET,,,ADDRESS,NEW YORK,N/A,Open,10 MANHATTAN,MANHATTAN,MANHATTAN
26983893,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10458,518 EAST 187 STREET,EAST 187 STREET,3 AVENUE,BATHGATE AVENUE,,,ADDRESS,BRONX,N/A,Closed,06 BRONX,BRONX,BRONX
26983895,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10463,226 KIMBERLY PLACE,KIMBERLY PLACE,BROADWAY,GODWIN TERRACE,,,ADDRESS,BRONX,N/A,Closed,08 BRONX,BRONX,BRONX
26983901,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10031,730 RIVERSIDE DRIVE,RIVERSIDE DRIVE,WEST 150 STREET,WEST 151 STREET,,,ADDRESS,NEW YORK,N/A,Closed,09 MANHATTAN,MANHATTAN,MANHATTAN
26983902,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10454,526 EAST 138 STREET,EAST 138 STREET,BROOK AVENUE,ST ANNS AVENUE,,,ADDRESS,BRONX,N/A,Closed,01 BRONX,BRONX,BRONX
26984171,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10466,3990 BRONX BOULEVARD,BRONX BOULEVARD,EAST 224 STREET,EAST 226 STREET,,,ADDRESS,BRONX,N/A,Closed,12 BRONX,BRONX,BRONX
26984172,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10468,2825 WEBB AVENUE,WEBB AVENUE,WEST 197 STREET,RESERVOIR AVENUE,,,ADDRESS,BRONX,N/A,Closed,08 BRONX,BRONX,BRONX
26984183,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11213,1381 ST JOHNS PLACE,ST JOHNS PLACE,SCHENECTADY AVENUE,UTICA AVENUE,,,ADDRESS,BROOKLYN,N/A,Closed,08 BROOKLYN,BROOKLYN,BROOKLYN
26984191,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10474,760 BRYANT AVENUE,BRYANT AVENUE,SPOFFORD AVENUE,LAFAYETTE AVENUE,,,ADDRESS,BRONX,N/A,Closed,02 BRONX,BRONX,BRONX
26984194,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11208,911 ELTON STREET,ELTON STREET,STANLEY AVENUE,WORTMAN AVENUE,,,ADDRESS,BROOKLYN,N/A,Closed,05 BROOKLYN,BROOKLYN,BROOKLYN
26984195,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11209,8301 5 AVENUE,5 AVENUE,83 STREET,84 STREET,,,ADDRESS,BROOKLYN,N/A,Closed,10 BROOKLYN,BROOKLYN,BROOKLYN
26984198,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10461,1540 PELHAM PARKWAY SOUTH,PELHAM PARKWAY SOUTH,EASTCHESTER ROAD,BEND,,,ADDRESS,BRONX,N/A,Closed,11 BRONX,BRONX,BRONX
26984201,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10468,2718 MORRIS AVENUE,MORRIS AVENUE,EAST KINGSBRIDGE ROAD,EAST 196 STREET,,,ADDRESS,BRONX,N/A,Closed,07 BRONX,BRONX,BRONX
26984204,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11415,83-43 118 STREET,118 STREET,83 AVENUE,CURZON ROAD,,,ADDRESS,Kew Gardens,N/A,Closed,09 QUEENS,QUEENS,QUEENS
26984209,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10458,266 BEDFORD PARK BOULEVARD,BEDFORD PARK BOULEVARD,BRIGGS AVENUE,BAINBRIDGE AVENUE,,,ADDRESS,BRONX,N/A,Closed,07 BRONX,BRONX,BRONX
26984212,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10031,540 WEST 144 STREET,WEST 144 STREET,AMSTERDAM AVENUE,BROADWAY,,,ADDRESS,NEW YORK,N/A,Closed,09 MANHATTAN,MANHATTAN,MANHATTAN
26984213,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11368,35-06 97 STREET,97 STREET,35 AVENUE,37 AVENUE,,,ADDRESS,Corona,N/A,Closed,03 QUEENS,QUEENS,QUEENS
26984232,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10021,480 EAST 74 STREET,EAST 74 STREET,1 AVENUE,YORK AVENUE,,,ADDRESS,NEW YORK,N/A,Closed,08 MANHATTAN,MANHATTAN,MANHATTAN
26984238,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11238,309 LAFAYETTE AVENUE,LAFAYETTE AVENUE,ST JAMES PLACE,GRAND AVENUE,,,ADDRESS,BROOKLYN,N/A,Closed,02 BROOKLYN,BROOKLYN,BROOKLYN
26984239,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11215,185 16 STREET,16 STREET,4 AVENUE,5 AVENUE,,,ADDRESS,BROOKLYN,N/A,Closed,07 BROOKLYN,BROOKLYN,BROOKLYN
26984243,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11223,1800 OCEAN PARKWAY,OCEAN PARKWAY,KINGS HIGHWAY,AVENUE R,,,ADDRESS,BROOKLYN,N/A,Closed,15 BROOKLYN,BROOKLYN,BROOKLYN
26984248,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11213,930 PROSPECT PLACE,PROSPECT PLACE,NEW YORK AVENUE,BROOKLYN AVENUE,,,ADDRESS,BROOKLYN,N/A,Closed,08 BROOKLYN,BROOKLYN,BROOKLYN
26984256,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11229,1675 EAST 18 STREET,EAST 18 STREET,KINGS HIGHWAY,QUENTIN ROAD,,,ADDRESS,BROOKLYN,N/A,Closed,15 BROOKLYN,BROOKLYN,BROOKLYN
26984260,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10002,233 HENRY STREET,HENRY STREET,CLINTON STREET,MONTGOMERY STREET,,,ADDRESS,NEW YORK,N/A,Closed,03 MANHATTAN,MANHATTAN,MANHATTAN
26984262,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10026,220 WEST 116 STREET,WEST 116 STREET,7 AVENUE,8 AVENUE,,,ADDRESS,NEW YORK,N/A,Closed,10 MANHATTAN,MANHATTAN,MANHATTAN
26984268,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10457,2108 RYER AVENUE,RYER AVENUE,EAST 180 STREET,EAST 181 STREET,,,ADDRESS,BRONX,N/A,Closed,05 BRONX,BRONX,BRONX
26984271,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10029,182 EAST 109 STREET,EAST 109 STREET,LEXINGTON AVENUE,3 AVENUE,,,ADDRESS,NEW YORK,N/A,Closed,11 MANHATTAN,MANHATTAN,MANHATTAN
26984294,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11203,984 BROOKLYN AVENUE,BROOKLYN AVENUE,CHURCH AVENUE,SNYDER AVENUE,,,ADDRESS,BROOKLYN,N/A,Closed,17 BROOKLYN,BROOKLYN,BROOKLYN
26984295,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10459,1390 PROSPECT AVENUE,PROSPECT AVENUE,RITTER PLACE,JENNINGS STREET,,,ADDRESS,BRONX,N/A,Closed,03 BRONX,BRONX,BRONX
26984296,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10040,9 THAYER STREET,THAYER STREET,NAGLE AVENUE,SHERMAN AVENUE,,,ADDRESS,NEW YORK,N/A,Closed,12 MANHATTAN,MANHATTAN,MANHATTAN
26984303,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10029,228 EAST 116 STREET,EAST 116 STREET,3 AVENUE,2 AVENUE,,,ADDRESS,NEW YORK,N/A,Closed,11 MANHATTAN,MANHATTAN,MANHATTAN
26984307,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11226,1104 ROGERS AVENUE,ROGERS AVENUE,CLARENDON ROAD,AVENUE D,,,ADDRESS,BROOKLYN,N/A,Closed,17 BROOKLYN,BROOKLYN,BROOKLYN
26984320,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10452,1289 SHAKESPEARE AVENUE,SHAKESPEARE AVENUE,WEST 169 STREET,CORPORAL IRWIN FISCHER PLACE,,,ADDRESS,BRONX,N/A,Closed,04 BRONX,BRONX,BRONX
26984323,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10467,3501 DECATUR AVENUE,DECATUR AVENUE,EAST GUN HILL ROAD,EAST 211 STREET,,,ADDRESS,BRONX,N/A,Closed,07 BRONX,BRONX,BRONX
26984328,HPD,Department of Housing Preservation and Development,PAINT - PLASTER,CEILING,RESIDENTIAL BUILDING,10458,2664 GRAND CONCOURSE,GRAND CONCOURSE,EAST KINGSBRIDGE ROAD,EAST 196 STREET,,,ADDRESS,BRONX,N/A,Closed,07 BRONX,BRONX,BRONX
26984471,HPD,Department of Housing Preservation and Development,NONCONST,VERMIN,RESIDENTIAL BUILDING,11219,1334 62 STREET,62 STREET,13 AVENUE,14 AVENUE,,,ADDRESS,BROOKLYN,N/A,Closed,10 BROOKLYN,BROOKLYN,BROOKLYN
26984541,HPD,Department of Housing Preservation and Development,PLUMBING,WATER-LEAKS,RESIDENTIAL BUILDING,11219,1334 62 STREET,62 STREET,13 AVENUE,14 AVENUE,,,ADDRESS,BROOKLYN,N/A,Closed,10 BROOKLYN,BROOKLYN,BROOKLYN
26984576,HPD,Department of Housing Preservation and Development,GENERAL,FLOOR,RESIDENTIAL BUILDING,10469,1126A EAST 222 STREET,EAST 222 STREET,LACONIA AVENUE,EASTCHESTER ROAD,,,ADDRESS,BRONX,N/A,Closed,Unspecified BRONX,BRONX,BRONX
26984583,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10031,676 RIVERSIDE DRIVE,RIVERSIDE DRIVE,WEST 144 STREET,WEST 145 STREET,,,ADDRESS,NEW YORK,N/A,Closed,09 MANHATTAN,MANHATTAN,MANHATTAN
26984602,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10002,621 WATER STREET,WATER STREET,GOUVERNEUR SLIP WEST,GOUVERNEUR STREET,,,ADDRESS,NEW YORK,N/A,Closed,03 MANHATTAN,MANHATTAN,MANHATTAN
26984604,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11221,488 MONROE STREET,MONROE STREET,MARCUS GARVEY BOULEVARD,LEWIS AVENUE,,,ADDRESS,BROOKLYN,N/A,Closed,03 BROOKLYN,BROOKLYN,BROOKLYN
26984613,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11226,18 WOODRUFF AVENUE,WOODRUFF AVENUE,PARADE PLACE,ST PAULS PLACE,,,ADDRESS,BROOKLYN,N/A,Closed,14 BROOKLYN,BROOKLYN,BROOKLYN
26984619,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10033,829 WEST 181 STREET,WEST 181 STREET,PINEHURST AVENUE,CABRINI BOULEVARD,,,ADDRESS,NEW YORK,N/A,Closed,12 MANHATTAN,MANHATTAN,MANHATTAN
26984635,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10034,578 ACADEMY STREET,ACADEMY STREET,POST AVENUE,SHERMAN AVENUE,,,ADDRESS,NEW YORK,N/A,Closed,12 MANHATTAN,MANHATTAN,MANHATTAN
26984656,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10303,23 GRANITE AVENUE,GRANITE AVENUE,RICHMOND TERRACE,LA SALLE STREET,,,ADDRESS,STATEN ISLAND,N/A,Closed,01 STATEN ISLAND,STATEN ISLAND,STATEN ISLAND
