Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
26984996,12/25/2013 12:00:00 AM,12/28/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10456,1115 COLLEGE AVENUE,COLLEGE AVENUE,EAST 166 STREET,EAST 167 STREET,,,ADDRESS,BRONX,,N/A,Closed,,12/28/2013 12:00:00 AM,04 BRONX,BRONX,1007909,241997,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.83086960360851,-73.91450711310584,"(40.83086960360851, -73.91450711310584)"
26985000,12/25/2013 12:00:00 AM,01/05/2014 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11422,131-05 234 STREET,234 STREET,131 AVENUE,133 AVENUE,,,ADDRESS,Rosedale,,N/A,Closed,,01/05/2014 12:00:00 AM,13 QUEENS,QUEENS,1057953,186361,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.67788782845312,-73.73428139247744,"(40.67788782845312, -73.73428139247744)"
26985001,12/25/2013 12:00:00 AM,12/26/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10463,3810 BAILEY AVENUE,BAILEY AVENUE,WEST 238 STREET,BEND,,,ADDRESS,BRONX,,N/A,Closed,,12/26/2013 12:00:00 AM,08 BRONX,BRONX,1012586,261482,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.884336286878096,-73.89752420300857,"(40.884336286878096, -73.89752420300857)"
26985005,12/25/2013 12:00:00 AM,12/27/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10457,1690 CLAY AVENUE,CLAY AVENUE,EAST 173 STREET,EAST 174 STREET,,,ADDRESS,BRONX,,N/A,Closed,,12/27/2013 12:00:00 AM,04 BRONX,BRONX,1010565,246729,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.843850049896275,-73.90489097623468,"(40.843850049896275, -73.90489097623468)"
26985008,12/25/2013 12:00:00 AM,01/06/2014 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11435,84-59 148 STREET,148 STREET,84 DRIVE,85 AVENUE,,,ADDRESS,Jamaica,,N/A,Closed,,01/06/2014 12:00:00 AM,08 QUEENS,QUEENS,1036807,198638,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.71173607265982,-73.81042218068642,"(40.71173607265982, -73.81042218068642)"
26985010,12/25/2013 12:00:00 AM,12/29/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10460,1890 CROTONA PARKWAY,CROTONA PARKWAY,CROSS BRONX EXPRESSWAY,ELSMERE PLACE,,,ADDRESS,BRONX,,N/A,Closed,,12/29/2013 12:00:00 AM,06 BRONX,BRONX,1015898,245634,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.84082709430754,-73.88562136152653,"(40.84082709430754, -73.88562136152653)"
26985014,12/25/2013 12:00:00 AM,12/27/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10014,195 WEST 10 STREET,WEST 10 STREET,WEST 4 STREET,BLEECKER STREET,,,ADDRESS,NEW YORK,,N/A,Closed,,12/27/2013 12:00:00 AM,02 MANHATTAN,MANHATTAN,983272,206757,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.734176808510924,-74.00352891915158,"(40.734176808510924, -74.00352891915158)"
26985038,12/25/2013 12:00:00 AM,12/27/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10461,2063 HOBART AVENUE,HOBART AVENUE,EAST 195 STREET,CONTINENTAL AVENUE,,,ADDRESS,BRONX,,N/A,Closed,,12/27/2013 12:00:00 AM,10 BRONX,BRONX,1031033,250214,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.853330610580365,-73.83089030720744,"(40.853330610580365, -73.83089030720744)"
26985040,12/25/2013 12:00:00 AM,12/30/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10456,1142 COLLEGE AVENUE,COLLEGE AVENUE,EAST 166 STREET,EAST 167 STREET,,,ADDRESS,BRONX,,N/A,Closed,,12/30/2013 12:00:00 AM,04 BRONX,BRONX,1007960,242098,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.83114668272803,-73.91432246540302,"(40.83114668272803, -73.91432246540302)"
26985046,12/25/2013 12:00:00 AM,01/02/2014 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10468,15 EVELYN PLACE,EVELYN PLACE,JEROME AVENUE,DAVIDSON AVENUE,,,ADDRESS,BRONX,,N/A,Closed,,01/02/2014 12:00:00 AM,07 BRONX,BRONX,1010771,252331,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.859225252737545,-73.90412428055338,"(40.859225252737545, -73.90412428055338)"
26985057,12/25/2013 12:00:00 AM,12/28/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11216,654 ST MARKS AVENUE,ST MARKS AVENUE,ROGERS AVENUE,NOSTRAND AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,,12/28/2013 12:00:00 AM,08 BROOKLYN,BROOKLYN,997608,185309,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.6752970746367,-73.95184285563028,"(40.6752970746367, -73.95184285563028)"
26985067,12/25/2013 12:00:00 AM,12/27/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11236,9001A BAY VIEW PLACE,BAY VIEW PLACE,REMSEN AVENUE,EAST 92 STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,,12/27/2013 12:00:00 AM,18 BROOKLYN,BROOKLYN,1009639,173484,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.6428137389993,-73.90851424764426,"(40.6428137389993, -73.90851424764426)"
26985092,12/25/2013 12:00:00 AM,12/27/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10037,34 WEST 139 STREET,WEST 139 STREET,5 AVENUE,LENOX AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,,12/27/2013 12:00:00 AM,10 MANHATTAN,MANHATTAN,1001735,236487,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.81576060014262,-73.93683149559669,"(40.81576060014262, -73.93683149559669)"
26985097,12/25/2013 12:00:00 AM,12/29/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10468,2767 MORRIS AVENUE,MORRIS AVENUE,EAST 196 STREET,BEND,,,ADDRESS,BRONX,,N/A,Closed,,12/29/2013 12:00:00 AM,07 BRONX,BRONX,1013429,255991,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.86926245234954,-73.89449945302745,"(40.86926245234954, -73.89449945302745)"
26985098,12/25/2013 12:00:00 AM,12/26/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10459,941 SIMPSON STREET,SIMPSON STREET,EAST 163 STREET,FIRE ACCESS LANE,,,ADDRESS,BRONX,,N/A,Closed,,12/26/2013 12:00:00 AM,02 BRONX,BRONX,1013906,238436,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.821077578928175,-73.89285243637929,"(40.821077578928175, -73.89285243637929)"
26985105,12/25/2013 12:00:00 AM,01/02/2014 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11385,1855 WOODBINE STREET,WOODBINE STREET,ONDERDONK AVENUE,NYCTA SUBWAY,,,ADDRESS,Ridgewood,,N/A,Closed,,01/02/2014 12:00:00 AM,05 QUEENS,QUEENS,1010347,195570,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.703432754862696,-73.90587755733331,"(40.703432754862696, -73.90587755733331)"
26985110,12/25/2013 12:00:00 AM,01/05/2014 12:00:00 AM,HPD,Department of Housing Preservation and Development,PAINT - PLASTER,CEILING,RESIDENTIAL BUILDING,10021,1032 LEXINGTON AVENUE,LEXINGTON AVENUE,EAST 73 STREET,EAST 74 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,,01/05/2014 12:00:00 AM,08 MANHATTAN,MANHATTAN,994945,220379,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.77155932959356,-73.9613875487246,"(40.77155932959356, -73.9613875487246)"
26985111,12/25/2013 12:00:00 AM,12/30/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,PAINT - PLASTER,CEILING,RESIDENTIAL BUILDING,10457,307 EAST TREMONT AVENUE,EAST TREMONT AVENUE,ANTHONY AVENUE,BEND,,,ADDRESS,BRONX,,N/A,Closed,,12/30/2013 12:00:00 AM,05 BRONX,BRONX,1011094,248475,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.848640711171775,-73.90297204896235,"(40.848640711171775, -73.90297204896235)"
26985266,12/25/2013 12:00:00 AM,01/05/2014 12:00:00 AM,HPD,Department of Housing Preservation and Development,PAINT - PLASTER,WALLS,RESIDENTIAL BUILDING,10021,1032 LEXINGTON AVENUE,LEXINGTON AVENUE,EAST 73 STREET,EAST 74 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,,01/05/2014 12:00:00 AM,08 MANHATTAN,MANHATTAN,994945,220379,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.77155932959356,-73.9613875487246,"(40.77155932959356, -73.9613875487246)"
26985270,12/25/2013 12:00:00 AM,02/02/2014 12:00:00 AM,HPD,Department of Housing Preservation and Development,PAINT - PLASTER,WALLS,RESIDENTIAL BUILDING,11208,306 MONTAUK AVENUE,MONTAUK AVENUE,SUTTER AVENUE,BLAKE AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,,02/02/2014 12:00:00 AM,Unspecified BROOKLYN,BROOKLYN,1018311,183823,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.67116289363685,-73.87721370889824,"(40.67116289363685, -73.87721370889824)"
26985285,12/25/2013 12:00:00 AM,01/21/2014 12:00:00 AM,HPD,Department of Housing Preservation and Development,PLUMBING,RADIATOR,RESIDENTIAL BUILDING,10026,157 WEST 119 STREET,WEST 119 STREET,LENOX AVENUE,7 AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,,01/21/2014 12:00:00 AM,Unspecified MANHATTAN,MANHATTAN,998143,232425,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.80461791866147,-73.94981680922021,"(40.80461791866147, -73.94981680922021)"
26985329,12/25/2013 12:00:00 AM,12/27/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,ELECTRIC,BELL-BUZZER/INTERCOM,RESIDENTIAL BUILDING,10035,2314 1 AVENUE,1 AVENUE,EAST 118 STREET,EAST 119 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,,12/27/2013 12:00:00 AM,11 MANHATTAN,MANHATTAN,1002493,229928,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.79775642788508,-73.93411087433968,"(40.79775642788508, -73.93411087433968)"
26985347,12/25/2013 12:00:00 AM,12/29/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,ELECTRIC,LIGHTING,RESIDENTIAL BUILDING,11208,227 ETNA STREET,ETNA STREET,CHESTNUT STREET,EUCLID AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,,12/29/2013 12:00:00 AM,05 BROOKLYN,BROOKLYN,1018819,189381,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.68641636082701,-73.87535391513336,"(40.68641636082701, -73.87535391513336)"
26985382,12/25/2013 12:00:00 AM,12/28/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11235,45 FALMOUTH STREET,FALMOUTH STREET,SHORE BOULEVARD,HAMPTON AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,,12/28/2013 12:00:00 AM,15 BROOKLYN,BROOKLYN,999002,150901,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.58085217228348,-73.94689252910993,"(40.58085217228348, -73.94689252910993)"
26985383,12/25/2013 12:00:00 AM,12/26/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10467,2515 OLINVILLE AVENUE,OLINVILLE AVENUE,MACE AVENUE,ALLERTON AVENUE,,,ADDRESS,BRONX,,N/A,Closed,,12/26/2013 12:00:00 AM,11 BRONX,BRONX,1020641,253961,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.86366393876161,-73.8684345690263,"(40.86366393876161, -73.8684345690263)"
26985386,12/25/2013 12:00:00 AM,12/28/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11219,5510 13 AVENUE,13 AVENUE,55 STREET,56 STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,,12/28/2013 12:00:00 AM,12 BROOKLYN,BROOKLYN,985428,169366,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.63154701907021,-73.9957559572027,"(40.63154701907021, -73.9957559572027)"
26985395,12/25/2013 12:00:00 AM,12/28/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10034,647 ACADEMY STREET,ACADEMY STREET,VERMILYEA AVENUE,BROADWAY,,,ADDRESS,NEW YORK,,N/A,Closed,,12/28/2013 12:00:00 AM,12 MANHATTAN,MANHATTAN,1005073,254759,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.86590465565303,-73.92471549046255,"(40.86590465565303, -73.92471549046255)"
26985409,12/25/2013 12:00:00 AM,12/26/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10463,3810 BAILEY AVENUE,BAILEY AVENUE,WEST 238 STREET,BEND,,,ADDRESS,BRONX,,N/A,Closed,,12/26/2013 12:00:00 AM,08 BRONX,BRONX,1012586,261482,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.884336286878096,-73.89752420300857,"(40.884336286878096, -73.89752420300857)"
26985423,12/25/2013 12:00:00 AM,12/28/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11226,2255 BEDFORD AVENUE,BEDFORD AVENUE,ERASMUS STREET,SNYDER AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,,12/28/2013 12:00:00 AM,17 BROOKLYN,BROOKLYN,996526,175701,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.648926807480784,-73.95576108392434,"(40.648926807480784, -73.95576108392434)"
26985437,12/25/2013 12:00:00 AM,12/27/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10472,1121 ELDER AVENUE,ELDER AVENUE,WATSON AVENUE,WESTCHESTER AVENUE,,,ADDRESS,BRONX,,N/A,Closed,,12/27/2013 12:00:00 AM,09 BRONX,BRONX,1017803,240517,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.826775385054454,-73.8787621289357,"(40.826775385054454, -73.8787621289357)"
26985443,12/25/2013 12:00:00 AM,12/27/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10453,2238 CRESTON AVENUE,CRESTON AVENUE,EAST 182 STREET,EAST 183 STREET,,,ADDRESS,BRONX,,N/A,Closed,,12/27/2013 12:00:00 AM,05 BRONX,BRONX,1011482,251417,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.85671443371307,-73.90155766917731,"(40.85671443371307, -73.90155766917731)"
26985446,12/25/2013 12:00:00 AM,01/02/2014 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11373,79-11 41 AVENUE,41 AVENUE,79 STREET,80 STREET,,,ADDRESS,Elmhurst,,N/A,Closed,,01/02/2014 12:00:00 AM,04 QUEENS,QUEENS,1015780,210986,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.745728207655894,-73.88621048623587,"(40.745728207655894, -73.88621048623587)"
26985451,12/25/2013 12:00:00 AM,01/04/2014 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11230,1150 OCEAN AVENUE,OCEAN AVENUE,FARRAGUT ROAD,GLENWOOD ROAD,,,ADDRESS,BROOKLYN,,N/A,Closed,,01/04/2014 12:00:00 AM,14 BROOKLYN,BROOKLYN,995903,170357,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.63425951731502,-73.95801541358742,"(40.63425951731502, -73.95801541358742)"
26985462,12/25/2013 12:00:00 AM,12/29/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10460,2115 HONEYWELL AVENUE,HONEYWELL AVENUE,EAST 180 STREET,EAST 181 STREET,,,ADDRESS,BRONX,,N/A,Closed,,12/29/2013 12:00:00 AM,06 BRONX,BRONX,1016868,247293,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.845377030141535,-73.88210763152644,"(40.845377030141535, -73.88210763152644)"
26985465,12/25/2013 12:00:00 AM,01/06/2014 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11103,25-63 42 STREET,42 STREET,25 AVENUE,28 AVENUE,,,ADDRESS,Astoria,,N/A,Closed,,01/06/2014 12:00:00 AM,01 QUEENS,QUEENS,1009063,218647,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.766777087631695,-73.91042336665461,"(40.766777087631695, -73.91042336665461)"
26983635,12/25/2013 12:00:00 AM,12/29/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,PAINT - PLASTER,WALLS,RESIDENTIAL BUILDING,11219,1334 62 STREET,62 STREET,13 AVENUE,14 AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,,12/29/2013 12:00:00 AM,10 BROOKLYN,BROOKLYN,984562,167773,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.62717464283021,-73.998876014767,"(40.62717464283021, -73.998876014767)"
26983759,12/25/2013 12:00:00 AM,12/28/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10040,157 NAGLE AVENUE,NAGLE AVENUE,ARDEN STREET,THAYER STREET,,,ADDRESS,NEW YORK,,N/A,Closed,,12/28/2013 12:00:00 AM,12 MANHATTAN,MANHATTAN,1004751,253034,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.86117080770446,-73.92588494147341,"(40.86117080770446, -73.92588494147341)"
26983760,12/25/2013 12:00:00 AM,12/29/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11208,189 GRANT AVENUE,GRANT AVENUE,RIDGEWOOD AVENUE,FULTON STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,,12/29/2013 12:00:00 AM,05 BROOKLYN,BROOKLYN,1020893,189297,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.68617745699039,-73.86787612270052,"(40.68617745699039, -73.86787612270052)"
26983767,12/25/2013 12:00:00 AM,12/30/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10032,3770 BROADWAY,BROADWAY,EDWARD M MORGAN PLACE,WEST 157 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,,12/30/2013 12:00:00 AM,12 MANHATTAN,MANHATTAN,999460,243069,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.83383052642709,-73.94503552312705,"(40.83383052642709, -73.94503552312705)"
26983784,12/25/2013 12:00:00 AM,12/30/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10009,610 EAST 20 STREET,EAST 20 STREET,20 STREET LOOP,AVENUE C,,,ADDRESS,NEW YORK,,N/A,Closed,,12/30/2013 12:00:00 AM,06 MANHATTAN,MANHATTAN,991133,206290,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.732892384301074,-73.97516453717566,"(40.732892384301074, -73.97516453717566)"
26983790,12/25/2013 12:00:00 AM,12/27/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11236,1172 EAST 104 STREET,EAST 104 STREET,AVENUE K,AVENUE L,,,ADDRESS,BROOKLYN,,N/A,Closed,,12/27/2013 12:00:00 AM,18 BROOKLYN,BROOKLYN,1014621,173439,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.6426745410155,-73.89056251895948,"(40.6426745410155, -73.89056251895948)"
26983811,12/25/2013 12:00:00 AM,12/31/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10467,2835 BARKER AVENUE,BARKER AVENUE,BRITTON STREET,ARNOW AVENUE,,,ADDRESS,BRONX,,N/A,Closed,,12/31/2013 12:00:00 AM,11 BRONX,BRONX,1020429,255183,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.867018825788996,-73.86919442046984,"(40.867018825788996, -73.86919442046984)"
26983826,12/25/2013 12:00:00 AM,12/27/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10024,525 WEST END AVENUE,WEST END AVENUE,WEST 85 STREET,WEST 86 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,,12/27/2013 12:00:00 AM,07 MANHATTAN,MANHATTAN,990273,226500,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.78836427292597,-73.97824951009856,"(40.78836427292597, -73.97824951009856)"
26985477,12/25/2013 12:00:00 AM,12/27/2013 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10457,1963 RYER AVENUE,RYER AVENUE,EAST 178 STREET,EAST BURNSIDE AVENUE,,,ADDRESS,BRONX,,N/A,Closed,,12/27/2013 12:00:00 AM,05 BRONX,BRONX,1011474,249000,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.85008051663592,-73.90159640396246,"(40.85008051663592, -73.90159640396246)"
